,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,Labels,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,negative,neutral,positive,tweet_id
78639,1.40009E+18,1.40007E+18,2021-06-02 16:44:18 GTB (heure d’été),2021-06-02,16:44:18,300,166273820,juhannrossouw,cryptosoundmoney*atom ⚛,,1,@coingecko $BTC $ETH $LINK $DOT $LUNA $OCEAN $NXS $MATIC $DGB $ZIL $FTM $CEL Perfect long term hodl bag,ro,[],[],[],0,0,2,[],"['btc', 'eth', 'link', 'dot', 'luna', 'ocean', 'nxs', 'matic', 'dgb', 'zil', 'ftm', 'cel']",https://twitter.com/juhannrossouw/status/1400085868975644683,FALSE,,0,,,,,,,,"[{'screen_name': 'coingecko', 'name': 'CoinGecko', 'id': '2412652615'}]",,,,,0.005735339,0.4304619,0.5638028,1.40009E+18
203335,1.29792E+18,1.29792E+18,2020-08-24 18:22:43 GTB (heure d’été),2020-08-24,18:22:43,300,1.24833E+18,badrudru,Dru badru,,0,"Martkist faucet, forum and business directory $Martk  https://t.co/2bbY2c00vk $eth $btc $link $xrp $om $ampl $yam $ocean $kai $mitx $tmpl",ro,[],['https://imgur.com/a/kY0aaMq'],[],0,0,0,[],"['martk', 'eth', 'btc', 'link', 'xrp', 'om', 'ampl', 'yam', 'ocean', 'kai', 'mitx', 'tmpl']",https://twitter.com/BadruDru/status/1297917260804182018,FALSE,,0,,,,,,,,[],,,,,0.050732326,0.88375866,0.06550902,1.29792E+18
109503,1.37115E+18,1.37115E+18,2021-03-14 19:14:02 GTB,2021-03-14,19:14:02,300,210556469,anthoxbt,anthoxbt.eth,,1,@scottmelker Scott said « ocean » buy $OCEAN!,en,[],[],[],0,1,7,[],['ocean'],https://twitter.com/anthoxbt/status/1371147623101394945,FALSE,,0,,,,,,,,"[{'screen_name': 'scottmelker', 'name': 'The Wolf Of All Streets', 'id': '17351167'}]",,,,,0.07087936,0.73646635,0.19265424,1.37115E+18
88707,1.38736E+18,1.38736E+18,2021-04-28 13:52:14 GTB (heure d’été),2021-04-28,13:52:14,300,582980292,degenkoo,"Rekt Degen“ (💙,🧡) “ 🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿",,0,$scrt $ocean $lpt $luna #Bitcoin $bnb $fet $matic $doge $layer $mtv $tvk  https://t.co/32Npwfkf1h,en,[],[],['https://pbs.twimg.com/media/E0DjpefUUAEMHRT.jpg'],0,2,23,['bitcoin'],"['scrt', 'ocean', 'lpt', 'luna', 'bnb', 'fet', 'matic', 'doge', 'layer', 'mtv', 'tvk']",https://twitter.com/DegenKoo/status/1387358992515571714,FALSE,,1,https://pbs.twimg.com/media/E0DjpefUUAEMHRT.jpg,,,,,,,[],,,,,0.020708058,0.79650986,0.18278208,1.38736E+18
137190,1.35189E+18,1.35189E+18,2021-01-20 15:47:01 GTB,2021-01-20,15:47:01,300,1.24883E+18,lilita00948453,Lilita,,0,$BTCST $LGO $OCEAN $LINK $PRQ $CRV $NU $PLTC $LOOM $REN $VET $BAS $MIS $YFI $SNX $ABT $SXP $FET $XSN $GRT $MOC $ALGO $STX $PCX $WAVES $XRP $POLS $ZAI $BAC $ENG $GNY $CRO $DOT $DIA $OST $QNT $RSR $SPC $IOC $BTC $COVER $XBASE $BAND $NEBL $ATOM $UFT $NEO $NANO $LTC $SUSHI $L2,en,[],[],[],0,0,0,[],"['btcst', 'lgo', 'ocean', 'link', 'prq', 'crv', 'nu', 'pltc', 'loom', 'ren', 'vet', 'bas', 'mis', 'yfi', 'snx', 'abt', 'sxp', 'fet', 'xsn', 'grt', 'moc', 'algo', 'stx', 'pcx', 'waves', 'xrp', 'pols', 'zai', 'bac', 'eng', 'gny', 'cro', 'dot', 'dia', 'ost', 'qnt', 'rsr', 'spc', 'ioc', 'btc', 'cover', 'xbase', 'band', 'nebl', 'atom', 'uft', 'neo', 'nano', 'ltc', 'sushi']",https://twitter.com/Lilita00948453/status/1351888969450074113,FALSE,https://twitter.com/CoverCompared/status/1351853953865175041,0,,,,,,,,[],,,,,0.05130417,0.8860192,0.06267664,1.35189E+18
224221,1.26311E+18,1.26311E+18,2020-05-20 17:16:53 GTB (heure d’été),2020-05-20,17:16:53,300,1966387794,thecryptofessor,Martijn vd Weerdt,,0,"Elon Musk wishes Tesla was one of the  biggest companies in the ecosystem of $EWT, although a nice addition of course. Look at the corporates that build $EWT in terms of revenue. Buy &lt; $10 is a steal for the only blockchain consortium you can actually buy tokens of. $OCEAN $MITX  https://t.co/9m7nK6M0yb",en,[],[],"['https://pbs.twimg.com/media/EYd5LByWoAI7jTH.jpg', 'https://pbs.twimg.com/media/EYd5LByWAAEF1X9.jpg']",1,5,21,[],"['ewt', 'ewt', 'ocean', 'mitx']",https://twitter.com/thecryptofessor/status/1263111456595292161,FALSE,,1,https://pbs.twimg.com/media/EYd5LByWoAI7jTH.jpg,,,,,,,[],,,,,0.08473328,0.35760847,0.55765826,1.26311E+18
111475,1.36999E+18,1.36999E+18,2021-03-11 14:51:04 GTB,2021-03-11,14:51:04,300,486768058,dao_j0nes,DAO_Jones,,1,Net worth accelerating faster than I can blink $chz $luna $FET $ocean $LINK #moonbags #loaded @CryptoWizardd thank you sir  https://t.co/0byQunVmog,en,"[{'screen_name': 'cryptowizardd', 'name': 'wizz ( beware scammers )', 'id': '972970759416111104'}]",[],['https://pbs.twimg.com/media/EwMyhzJWEAIcZsn.jpg'],0,0,1,"['moonbags', 'loaded']","['chz', 'luna', 'fet', 'ocean', 'link']",https://twitter.com/DAO_J0nes/status/1369994279867854853,FALSE,,1,https://pbs.twimg.com/media/EwMyhzJWEAIcZsn.jpg,,,,,,,[],,,,,0.0066688675,0.14671391,0.8466173,1.36999E+18
206591,1.29667E+18,1.29667E+18,2020-08-21 07:34:36 GTB (heure d’été),2020-08-21,07:34:36,300,1.22856E+18,hoymebrandon,Brandon Michael Hoyme,,1,Don’t sleep on $ocean. Data in the future will be everything. Lend $Aave will start taking over the real-estate payment market with tokenized mortgages.,en,[],[],[],1,0,5,[],"['ocean', 'aave']",https://twitter.com/HoymeBrandon/status/1296666990409428992,FALSE,,0,,,,,,,,[],,,,,0.013818948,0.40964618,0.57653487,1.29667E+18
37854,1.49507E+18,1.49507E+18,2022-02-19 17:59:13 GTB,2022-02-19,17:59:13,300,1.39413E+18,wanderclyffe1,VeWanderclyffe,,0,"Guysss, this is something big !! Must Read this 5 min thread from here !!! $ocean",en,[],[],[],0,0,4,[],['ocean'],https://twitter.com/Wanderclyffe1/status/1495065444310343682,FALSE,https://twitter.com/Wanderclyffe1/status/1495064741768675328,0,,,,,,,,[],,,,,0.0034103098,0.08334,0.9132496,1.49507E+18
21013,1.5364E+18,1.5364E+18,2022-06-13 20:14:55 GTB (heure d’été),2022-06-13,20:14:55,300,1.42905E+18,harbingerlink,Harbinger ⟠ ⬡,,0,"I sold at $4000, bought it around $2200. Now we're at $1200. Also I increased my ETH amount %33 last week with a trade on $OCEAN.  Am I in loss for USD? Surely yes. But can I easily handle it? Yes again. Markets teach you things in interesting way.  $ETH   https://t.co/jh65zovIIt",en,[],['https://twitter.com/HarbingerLink/status/1469705757184696327'],[],1,0,0,[],"['ocean', 'eth']",https://twitter.com/HarbingerLink/status/1536396712549416969,FALSE,https://twitter.com/HarbingerLink/status/1469705757184696327,0,,,,,,,,[],,,,,0.05520003,0.37058738,0.5742126,1.5364E+18
139411,1.35037E+18,1.35037E+18,2021-01-16 11:06:15 GTB,2021-01-16,11:06:15,300,1.02689E+18,ciro_di_marzi0,Ci🅡o,,1,Bears take a good long nap. We look after your honey. Don’t worry!   #Altseason 🚀  $OCEAN $QNT $RSR $UTK $UBT $COTI $BAND $VIDT $NOIA $MRPH $TRB $ZCN $DAG $DIA $MITX $LCX $POLS $TVK $TOMO $HTR,en,[],[],[],0,1,4,['altseason'],"['ocean', 'qnt', 'rsr', 'utk', 'ubt', 'coti', 'band', 'vidt', 'noia', 'mrph', 'trb', 'zcn', 'dag', 'dia', 'mitx', 'lcx', 'pols', 'tvk', 'tomo', 'htr']",https://twitter.com/CIRO_DI_MARZI0/status/1350368760469872640,FALSE,,0,,,,,,,,[],,,,,0.00856944,0.26412144,0.7273091,1.35037E+18
109439,1.37118E+18,1.37115E+18,2021-03-14 21:34:05 GTB,2021-03-14,21:34:05,300,1.25899E+18,thefootdoctor3,TheFootDoctor,,1,@StinkyMclinker @Ocean_Krill Wait until people figure out the $Ocean,en,[],[],[],0,0,0,[],['ocean'],https://twitter.com/TheFootDoctor3/status/1371182867582222340,FALSE,,0,,,,,,,,"[{'screen_name': 'StinkyMclinker', 'name': 'Stinky McLinker', 'id': '1245086032627982342'}, {'screen_name': 'Ocean_Krill', 'name': 'Monster Krill 🌊', 'id': '1278343320851398662'}]",,,,,0.25741237,0.7090481,0.033539567,1.37118E+18
113441,1.36872E+18,1.36872E+18,2021-03-08 02:16:30 GTB,2021-03-08,02:16:30,300,9.48551E+17,dyorcryptobot,DYOR.net,,-1,[SCAN RESULTS - 15m - #USDT PAIR]  Binance top 5 bullish strength 1: $RLC 2: $LSK 3: $PAXG 4: $YFI 5: $XTZ  Binance top 5 bullish reversal strength 1: $DNT 2: $OCEAN 3: $TROY 4: $OG 5: $WTC,en,[],[],[],0,0,3,['usdt'],"['rlc', 'lsk', 'paxg', 'yfi', 'xtz', 'dnt', 'ocean', 'troy', 'og', 'wtc']",https://twitter.com/DYORCryptoBot/status/1368717223292993539,FALSE,,0,,,,,,,,[],,,,,0.009401545,0.60597295,0.3846255,1.36872E+18
36266,1.50095E+18,1.50095E+18,2022-03-07 23:59:06 GTB,2022-03-07,23:59:06,300,1.18475E+18,pptherobot,PP The Robot,,-1,"Volatility move DOWN: OCEAN_USDT at 0.41 USDT (-5.64%, previously 0.44 USDT)  https://t.co/KloD2imwH4 #Cryptocom $OCEAN",en,[],['https://crypto.com/exchange/trade/spot/OCEAN_USDT'],[],0,0,0,['cryptocom'],['ocean'],https://twitter.com/PPTheRobot/status/1500954216914771970,FALSE,,0,,,,,,,,[],,,,,0.40201238,0.5675674,0.030420221,1.50095E+18
204708,1.29747E+18,1.29747E+18,2020-08-23 12:53:24 GTB (heure d’été),2020-08-23,12:53:24,300,1.28362E+18,mikifas1,Mikifas,,0,"I am part of the martkist community now, come join us #Martkist #socialmedia #Faucet $Martk $eth $btc $link $xrp $om $ampl $yam $ocean $kai $mitx #Binance #Bitcoin  https://t.co/UYomEKVcI3",en,[],['https://imgur.com/a/oiFpsoU'],[],1,1,2,"['martkist', 'socialmedia', 'faucet', 'binance', 'bitcoin']","['martk', 'eth', 'btc', 'link', 'xrp', 'om', 'ampl', 'yam', 'ocean', 'kai', 'mitx']",https://twitter.com/Mikifas1/status/1297471996930846720,FALSE,,0,,,,,,,,[],,,,,0.002422853,0.41177204,0.58580506,1.29747E+18
118196,1.36609E+18,1.36609E+18,2021-02-28 20:08:48 GTB,2021-02-28,20:08:48,300,1.2548E+18,bits_bits_bits,Bits,,1,"This is one of my favorite projects. I'm not touching a single token as I'm a HODLer. I either get a $LINK like, life changing run in a couple of years or with this bull market or the project goes nowhere and it's worthless. I have conviction in the former. Buy a bag $OCEAN",en,[],[],[],1,0,0,[],"['link', 'ocean']",https://twitter.com/bits_bits_bits/status/1366087974040043525,FALSE,,0,,,,,,,,[],,,,,0.14182012,0.25530323,0.60287666,1.36609E+18
19195,1.54142E+18,1.54142E+18,2022-06-27 17:09:59 GTB (heure d’été),2022-06-27,17:09:59,300,1.53238E+18,janclar32414477,Jan Clark,,-,"$OCEAN All that you need to know, Shorts haven't covered a single share.  https://t.co/xjWeQAWbW8",en,[],['https://discord.io/AsDpcDqe7r'],[],0,0,0,[],['ocean'],https://twitter.com/JanClar32414477/status/1541423601143795712,FALSE,,0,,,,,,,,[],,,,,0.58546436,0.39167273,0.022862935,1.54142E+18
223571,1.26562E+18,1.26481E+18,2020-05-27 15:10:06 GTB (heure d’été),2020-05-27,15:10:06,300,1.23892E+18,mooncruse,MoonCruse,,1,@Bitcoinomist Go with $OCEAN $MATIC $HBAR $CHR I got them and I can't be more happy with my bag 😄😄😄,en,[],[],[],0,0,1,[],"['ocean', 'matic', 'hbar', 'chr']",https://twitter.com/MoonCruse/status/1265616267223891968,FALSE,,0,,,,,,,,"[{'screen_name': 'Bitcoinomist', 'name': '₿itcoinomist ⚡', 'id': '1003650803452657664'}]",,,,,0.003210893,0.024006544,0.9727826,1.26562E+18
105988,1.37311E+18,1.37311E+18,2021-03-20 04:58:25 GTB,2021-03-20,04:58:25,300,34603839,jamie6815,para_deano,,1,Amazing thread on $OCEAN 🚀,en,[],[],[],2,3,17,[],['ocean'],https://twitter.com/Jamie6815/status/1373106627214077952,FALSE,https://twitter.com/AltcoinRick/status/1372896065029083138,0,,,,,,,,[],,,,,0.0016702801,0.042168114,0.95616156,1.37311E+18
32452,1.51021E+18,1.51021E+18,2022-04-02 13:55:33 GTB (heure d’été),2022-04-02,13:55:33,300,1.50186E+18,bab84926946,BAB,,0,$LINK 2 million buy. Prepare for the REAL server group  https://t.co/RMkjgMp9TQ  $btc $eth $Xrp $doge $link $dot $ada $Xlm $ocean $rsr $qnt $bnb $uni $trx  https://t.co/mhbAJUiD33,en,[],['https://linktr.ee/racajeb930'],['https://pbs.twimg.com/media/FPVXXdFXIAI-U83.jpg'],1,0,1,[],"['link', 'btc', 'eth', 'xrp', 'doge', 'link', 'dot', 'ada', 'xlm', 'ocean', 'rsr', 'qnt', 'bnb', 'uni', 'trx']",https://twitter.com/Bab84926946/status/1510209313695956998,FALSE,,1,https://pbs.twimg.com/media/FPVXXdFXIAI-U83.jpg,,,,,,,[],,,,,0.03220172,0.74741024,0.22038808,1.51021E+18
129931,1.35786E+18,1.35785E+18,2021-02-06 03:26:04 GTB,2021-02-06,03:26:04,300,9.42092E+17,cryptorei,Crypto Block,,0,@Bitboy_Crypto #ocean $ocean  https://t.co/wglfcGiTzE,qme,[],[],['https://pbs.twimg.com/tweet_video_thumb/EtgZSR2UYAAZP6_.jpg'],0,0,1,['ocean'],['ocean'],https://twitter.com/CryptoREI/status/1357863094618263552,FALSE,,1,https://pbs.twimg.com/tweet_video_thumb/EtgZSR2UYAAZP6_.jpg,,,,,,,"[{'screen_name': 'Bitboy_Crypto', 'name': 'Ben Armstrong', 'id': '954005112174862336'}]",,,,,0.033787094,0.83034766,0.13586521,1.35786E+18
94977,1.38091E+18,1.38091E+18,2021-04-10 18:45:37 GTB (heure d’été),2021-04-10,18:45:37,300,1.3225E+18,realdatawhale,Data Whale (veOCEAN🌊),,1,"Today was a good day.  1. New $OCEAN ATH 2. Alpha version of alga. application   ... and we also hit 1’000 followers! Thanks a million to all of you for supporting us ❤️❤️❤️  Yours, 🐳  https://t.co/XalVQzvGbR",en,[],[],['https://pbs.twimg.com/media/Eyn6LZ_WQAA_FUV.jpg'],2,2,33,[],['ocean'],https://twitter.com/realdatawhale/status/1380909842068480001,FALSE,,1,https://pbs.twimg.com/media/Eyn6LZ_WQAA_FUV.jpg,,,,,,,[],,,,,0.0010489167,0.0058528758,0.9930982,1.38091E+18
201270,1.29869E+18,1.29869E+18,2020-08-26 21:25:45 GTB (heure d’été),2020-08-26,21:25:45,300,9.90643E+17,_one_one123,one one,,0,$KSM $BNB $BTC $ETH $TWT $LTC $NEO $AKRO $OCEAN $KCS $LINK $BLZ $QTUM $OMG $BAT $KEY $MVP $SHA $DOCK $KAT $DOT $SUKU $SUTER $CRV $RIO $RAMP $OM $HT $EOS $FTX $SRM $SXP $TOMO $XRP $CHR $KNC $CELR $ONE #IndiaWantsCrypto @KucoinIndia @kucoincom @AdduShinde @AnuragVidhate,in,"[{'screen_name': 'kucoinindia', 'name': 'kucoin exchange india', 'id': '1123921801195737088'}, {'screen_name': 'kucoincom', 'name': 'kucoin', 'id': '910110294625492992'}, {'screen_name': 'anuragvidhate', 'name': 'anurag vidhate', 'id': '974214457239814145'}]",[],[],0,0,1,['indiawantscrypto'],"['ksm', 'bnb', 'btc', 'eth', 'twt', 'ltc', 'neo', 'akro', 'ocean', 'kcs', 'link', 'blz', 'qtum', 'omg', 'bat', 'key', 'mvp', 'sha', 'dock', 'kat', 'dot', 'suku', 'suter', 'crv', 'rio', 'ramp', 'om', 'ht', 'eos', 'ftx', 'srm', 'sxp', 'tomo', 'xrp', 'chr', 'knc', 'celr', 'one']",https://twitter.com/_one_one123/status/1298688096960036864,FALSE,https://twitter.com/KucoinIndia/status/1297523144190640129,0,,,,,,,,[],,,,,0.059282076,0.8863973,0.054320633,1.29869E+18
97043,1.37978E+18,1.37913E+18,2021-04-07 15:47:23 GTB (heure d’été),2021-04-07,15:47:23,300,1.34028E+18,geodbn,GeoDB NEWS,,0,"@nytopinion @tim_cook @karaswisher You should better take a look to GeoDB. it is such a great project about big data. $Geo has partnerships with $link , #Fleta, #BSC and $ocean. New exchanges and apps are coming soon. Buy some $Geo before the next ATH. Don't miss out! 🌐🚀🚀🚀  #GeoDB $Geo @GeoDataBlock  #BigData",en,"[{'screen_name': 'geodatablock', 'name': 'geodb is now dataverse', 'id': '1493139773933998083'}]",[],[],0,39,39,"['fleta', 'bsc', 'geodb', 'bigdata']","['geo', 'link', 'ocean', 'geo', 'geo']",https://twitter.com/GeodbN/status/1379777827847946241,FALSE,,0,,,,,,,,"[{'screen_name': 'nytopinion', 'name': 'New York Times Opinion', 'id': '16686144'}, {'screen_name': 'tim_cook', 'name': 'Tim Cook', 'id': '1636590253'}, {'screen_name': 'karaswisher', 'name': 'Kara Swisher', 'id': '5763262'}]",,,,,0.0009999789,0.022395477,0.9766045,1.37978E+18
16665,1.54765E+18,1.54765E+18,2022-07-14 21:36:41 GTB (heure d’été),2022-07-14,21:36:41,300,1.49466E+18,robast7,Robast,,0,"As predicted $ONE breaking out of wedge formation, hope you guys followed us in on this on evrything we touch is killing it right now.  $BTC $ETH $ADA $XRP $DOT $KSM $BNB $RUNE $OCEAN $RSR $REN $BTC  https://t.co/9xRUScfu1e",en,[],[],['https://pbs.twimg.com/media/FXpco_RacAEfgRj.jpg'],0,0,0,[],"['one', 'btc', 'eth', 'ada', 'xrp', 'dot', 'ksm', 'bnb', 'rune', 'ocean', 'rsr', 'ren', 'btc']",https://twitter.com/Robast7/status/1547651311189237760,FALSE,,1,https://pbs.twimg.com/media/FXpco_RacAEfgRj.jpg,,,,,,,[],,,,,0.043251064,0.3726524,0.58409655,1.54765E+18
